ID,default_flag,predicted_pd,risk_band
17657,0,0.40328804,High
17658,0,0.083567806,Low
17659,0,0.05123315,Low
17660,0,0.37095845,High
17661,0,0.15502992,Moderate
17662,0,0.21205802,Moderate
17663,0,0.08264173,Low
17664,0,0.38470885,High
17665,0,0.09092341,Low
17666,0,0.08208392,Low
17667,0,0.13951549,Moderate
17668,1,0.81620204,Very High
17669,0,0.34335104,High
17670,0,0.05913412,Low
17671,0,0.048104927,Low
17672,0,0.075006984,Low
17673,0,0.06807874,Low
17674,0,0.037512966,Low
17675,0,0.08600098,Low
17676,0,0.13689399,Moderate
17677,0,0.1949962,Moderate
17678,0,0.09720763,Low
17679,0,0.029225001,Low
17680,0,0.065485924,Low
17681,0,0.13320425,Moderate
17682,1,0.2566977,High
17683,0,0.2934267,High
17684,0,0.12234875,Moderate
17685,0,0.17520216,Moderate
17686,1,0.57234496,Very High
17687,0,0.09921152,Low
17688,1,0.7851214,Very High
17689,0,0.12009469,Moderate
17690,0,0.027834222,Low
17691,0,0.050625656,Low
17692,0,0.16828284,Moderate
17693,1,0.3814863,High
17694,0,0.6019368,Very High
17695,0,0.09042859,Low
17696,0,0.08802056,Low
17697,0,0.07055419,Low
17698,1,0.7237603,Very High
17699,0,0.107195325,Moderate
17700,0,0.0467309,Low
17701,0,0.07715962,Low
17702,0,0.14745468,Moderate
17703,0,0.73409975,Very High
17704,0,0.14785783,Moderate
17705,0,0.053956438,Low
17706,0,0.23212448,Moderate
17707,0,0.13675058,Moderate
17708,0,0.22016545,Moderate
17709,0,0.11550752,Moderate
17710,0,0.25978473,High
17711,0,0.5862484,Very High
17712,0,0.1535018,Moderate
17713,1,0.8732089,Very High
17714,0,0.06230106,Low
17715,1,0.83357245,Very High
17716,0,0.07076913,Low
17717,0,0.08941795,Low
17718,0,0.11461713,Moderate
17719,1,0.34574938,High
17720,0,0.32774633,High
17721,0,0.21769892,Moderate
17722,0,0.09639669,Low
17723,0,0.21803167,Moderate
17724,0,0.17213649,Moderate
17725,1,0.7755118,Very High
17726,0,0.044107404,Low
17727,0,0.06224169,Low
17728,0,0.05371776,Low
17729,0,0.51938885,Very High
17730,0,0.08794459,Low
17731,0,0.19920649,Moderate
17732,0,0.15576167,Moderate
17733,1,0.60677874,Very High
17734,0,0.14681348,Moderate
17735,0,0.32366806,High
17736,1,0.07082544,Low
17737,0,0.25936377,High
17738,1,0.41167518,High
17739,1,0.188006,Moderate
17740,0,0.44824597,High
17741,0,0.30595767,High
17742,1,0.48983634,High
17743,0,0.07658568,Low
17744,1,0.62526476,Very High
17745,0,0.17640775,Moderate
17746,1,0.09692549,Low
17747,1,0.6495175,Very High
17748,0,0.712782,Very High
17749,0,0.021937724,Low
17750,0,0.5756598,Very High
17751,0,0.08028035,Low
17752,0,0.23678546,Moderate
17753,0,0.099888496,Low
17754,0,0.030274313,Low
17755,0,0.028935129,Low
17756,0,0.09411781,Low
17757,1,0.9403758,Very High
17758,0,0.12664714,Moderate
17759,1,0.7187993,Very High
17760,0,0.09370005,Low
17761,0,0.060246896,Low
17762,1,0.69344896,Very High
17763,0,0.34217924,High
17764,0,0.65188575,Very High
17765,0,0.14674224,Moderate
17766,0,0.14997977,Moderate
17767,0,0.048885975,Low
17768,0,0.09690606,Low
17769,0,0.53743225,Very High
17770,0,0.10355981,Moderate
17771,0,0.1329609,Moderate
17772,0,0.12858872,Moderate
17773,0,0.13881677,Moderate
17774,0,0.15050071,Moderate
17775,1,0.71314245,Very High
17776,1,0.7166859,Very High
17777,0,0.4894335,High
17778,0,0.17597613,Moderate
17779,0,0.4113895,High
17780,0,0.14030719,Moderate
17781,0,0.27155882,High
17782,1,0.6037672,Very High
17783,0,0.084519275,Low
17784,0,0.15700094,Moderate
17785,1,0.20435219,Moderate
17786,0,0.5105266,Very High
17787,0,0.19774717,Moderate
17788,0,0.5648183,Very High
17789,0,0.4888057,High
17790,0,0.40722394,High
17791,0,0.15573756,Moderate
17792,0,0.13067575,Moderate
17793,0,0.10785262,Moderate
17794,1,0.7645077,Very High
17795,0,0.517057,Very High
17796,0,0.2779304,High
17797,0,0.12266753,Moderate
17798,1,0.38599157,High
17799,1,0.6541474,Very High
17800,0,0.09221943,Low
17801,0,0.13229473,Moderate
17802,1,0.7147231,Very High
17803,0,0.03462994,Low
17804,0,0.07840993,Low
17805,0,0.10561731,Moderate
17806,0,0.027123934,Low
17807,1,0.7277238,Very High
17808,0,0.22998446,Moderate
17809,1,0.9053014,Very High
17810,1,0.12886247,Moderate
17811,0,0.54027784,Very High
17812,0,0.28505287,High
17813,1,0.6622188,Very High
17814,0,0.15680665,Moderate
17815,0,0.22666192,Moderate
17816,0,0.11889474,Moderate
17817,0,0.16613771,Moderate
17818,1,0.11500062,Moderate
17819,0,0.15660928,Moderate
17820,0,0.17545682,Moderate
17821,0,0.12488913,Moderate
17822,1,0.36392933,High
17823,0,0.07817161,Low
17824,1,0.72788256,Very High
17825,1,0.184,Moderate
17826,1,0.47848752,High
17827,0,0.09464662,Low
17828,0,0.033387464,Low
17829,0,0.16415471,Moderate
17830,0,0.1906141,Moderate
17831,0,0.1569513,Moderate
17832,1,0.7451168,Very High
17833,0,0.5055118,Very High
17834,0,0.15965344,Moderate
17835,0,0.06398861,Low
17836,1,0.17963527,Moderate
17837,1,0.7816667,Very High
17838,0,0.13315643,Moderate
17839,1,0.22641517,Moderate
17840,0,0.04138241,Low
17841,1,0.17538124,Moderate
17842,0,0.27395707,High
17843,0,0.72628105,Very High
17844,0,0.031853277,Low
17845,1,0.67369187,Very High
17846,0,0.053995296,Low
17847,1,0.78856856,Very High
17848,0,0.056203116,Low
17849,0,0.15930796,Moderate
17850,0,0.08731449,Low
17851,0,0.07217275,Low
17852,0,0.538279,Very High
17853,0,0.057291113,Low
17854,0,0.1426336,Moderate
17855,0,0.03426032,Low
17856,0,0.053190142,Low
17857,0,0.20638451,Moderate
17858,0,0.11238708,Moderate
17859,0,0.07019179,Low
17860,1,0.1191284,Moderate
17861,0,0.73805285,Very High
17862,0,0.16000752,Moderate
17863,1,0.9399438,Very High
17864,1,0.6262157,Very High
17865,0,0.057281394,Low
17866,0,0.06246233,Low
17867,1,0.23251496,Moderate
17868,0,0.14830078,Moderate
17869,1,0.09316269,Low
17870,0,0.05530421,Low
17871,0,0.25343624,High
17872,1,0.5083121,Very High
17873,0,0.07601181,Low
17874,0,0.15391205,Moderate
17875,1,0.8888719,Very High
17876,0,0.035940193,Low
17877,0,0.04041224,Low
17878,0,0.18908136,Moderate
17879,0,0.31521392,High
17880,1,0.34022677,High
17881,0,0.17944886,Moderate
17882,0,0.23039393,Moderate
17883,0,0.03625845,Low
17884,0,0.2508335,High
17885,0,0.6065854,Very High
17886,0,0.12792416,Moderate
17887,0,0.050776344,Low
17888,0,0.11586155,Moderate
17889,0,0.29050797,High
17890,0,0.047261275,Low
17891,0,0.05066436,Low
17892,1,0.7451338,Very High
17893,0,0.34511727,High
17894,0,0.057217542,Low
17895,1,0.64688224,Very High
17896,0,0.372787,High
17897,1,0.49029008,High
17898,0,0.07332577,Low
17899,0,0.21781164,Moderate
17900,0,0.08193102,Low
17901,0,0.39060363,High
17902,0,0.1320162,Moderate
17903,0,0.24891268,Moderate
17904,0,0.6416574,Very High
17905,1,0.3010828,High
17906,0,0.100887574,Moderate
17907,1,0.755361,Very High
17908,1,0.3197923,High
17909,1,0.7770621,Very High
17910,1,0.4888888,High
17911,1,0.7804085,Very High
17912,1,0.23496075,Moderate
17913,0,0.07838826,Low
17914,0,0.17153433,Moderate
17915,0,0.09808441,Low
17916,1,0.8013723,Very High
17917,1,0.2043324,Moderate
17918,0,0.10200075,Moderate
17919,1,0.81902355,Very High
17920,0,0.07386408,Low
17921,1,0.14423081,Moderate
17922,1,0.79134613,Very High
17923,0,0.092355624,Low
17924,1,0.64768153,Very High
17925,1,0.82386965,Very High
17926,0,0.10883676,Moderate
17927,1,0.9220535,Very High
17928,0,0.42525056,High
17929,0,0.059348058,Low
17930,0,0.07271113,Low
17931,0,0.35686153,High
17932,1,0.62402505,Very High
17933,0,0.103797145,Moderate
17934,0,0.037221663,Low
17935,0,0.09264388,Low
17936,0,0.17865425,Moderate
17937,0,0.16666266,Moderate
17938,0,0.052004762,Low
17939,0,0.11428944,Moderate
17940,0,0.14777982,Moderate
17941,1,0.826859,Very High
17942,0,0.042747974,Low
17943,0,0.04021193,Low
17944,0,0.14025317,Moderate
17945,1,0.4786786,High
17946,0,0.32890794,High
17947,0,0.3031562,High
17948,0,0.26317364,High
17949,0,0.15263146,Moderate
17950,0,0.15397209,Moderate
17951,1,0.9082995,Very High
17952,0,0.40001774,High
17953,0,0.16319717,Moderate
17954,0,0.30321318,High
17955,0,0.17195918,Moderate
17956,0,0.13597699,Moderate
17957,0,0.12989339,Moderate
17958,0,0.074477084,Low
17959,0,0.043122474,Low
17960,1,0.79957306,Very High
17961,0,0.15215988,Moderate
17962,1,0.113415696,Moderate
17963,0,0.13518007,Moderate
17964,1,0.2125755,Moderate
17965,0,0.13946016,Moderate
17966,0,0.27652496,High
17967,1,0.62502867,Very High
17968,0,0.03038564,Low
17969,0,0.10060829,Moderate
17970,0,0.15997945,Moderate
17971,0,0.14594752,Moderate
17972,1,0.3664976,High
17973,0,0.12237816,Moderate
17974,1,0.74461186,Very High
17975,0,0.5160118,Very High
17976,0,0.13393365,Moderate
17977,0,0.07463339,Low
17978,0,0.0621723,Low
17979,0,0.08798396,Low
17980,0,0.16112241,Moderate
17981,0,0.06514999,Low
17982,0,0.07006426,Low
17983,0,0.17832886,Moderate
17984,0,0.14016011,Moderate
17985,0,0.07189196,Low
17986,1,0.21706395,Moderate
17987,0,0.36710405,High
17988,0,0.03663723,Low
17989,1,0.7527454,Very High
17990,0,0.15629089,Moderate
17991,0,0.12582973,Moderate
17992,0,0.16974089,Moderate
17993,0,0.04025847,Low
17994,0,0.031469937,Low
17995,0,0.07504951,Low
17996,0,0.08235782,Low
17997,0,0.036689088,Low
17998,0,0.07729779,Low
17999,0,0.3997663,High
18000,1,0.52490336,Very High
18001,1,0.46352488,High
18002,1,0.7789223,Very High
18003,0,0.06475284,Low
18004,0,0.53106594,Very High
18005,0,0.05331396,Low
18006,1,0.8319216,Very High
18007,0,0.055674206,Low
18008,0,0.02549098,Low
18009,1,0.54893875,Very High
18010,1,0.10787184,Moderate
18011,1,0.3699301,High
18012,0,0.15314682,Moderate
18013,1,0.784078,Very High
18014,0,0.09296221,Low
18015,0,0.24742167,Moderate
18016,0,0.14526328,Moderate
18017,0,0.40798828,High
18018,0,0.15701696,Moderate
18019,0,0.36949858,High
18020,1,0.8125438,Very High
18021,0,0.17801975,Moderate
18022,0,0.20897505,Moderate
18023,1,0.18390244,Moderate
18024,0,0.16047342,Moderate
18025,1,0.5489497,Very High
18026,0,0.20543444,Moderate
18027,1,0.7109536,Very High
18028,0,0.21374397,Moderate
18029,0,0.08036696,Low
18030,0,0.19576925,Moderate
18031,0,0.15580224,Moderate
18032,0,0.07770472,Low
18033,0,0.041281562,Low
18034,1,0.7428055,Very High
18035,0,0.09477416,Low
18036,1,0.7218671,Very High
18037,0,0.055465158,Low
18038,0,0.2467582,Moderate
18039,0,0.7772483,Very High
18040,0,0.5209685,Very High
18041,0,0.1342387,Moderate
18042,0,0.4116023,High
18043,0,0.49135748,High
18044,0,0.15624489,Moderate
18045,0,0.1391607,Moderate
18046,0,0.1469104,Moderate
18047,0,0.14302999,Moderate
18048,1,0.4321731,High
18049,1,0.3782462,High
18050,0,0.18603857,Moderate
18051,0,0.046501458,Low
18052,0,0.08058039,Low
18053,0,0.10407052,Moderate
18054,0,0.1661692,Moderate
18055,0,0.11019268,Moderate
18056,0,0.1480202,Moderate
18057,0,0.041831914,Low
18058,1,0.4742899,High
18059,0,0.4840659,High
18060,0,0.09638117,Low
18061,0,0.23914969,Moderate
18062,0,0.09414581,Low
18063,1,0.77668756,Very High
18064,0,0.16953574,Moderate
18065,1,0.35493976,High
18066,0,0.082777984,Low
18067,1,0.7882825,Very High
18068,0,0.58569187,Very High
18069,0,0.053273495,Low
18070,0,0.26383904,High
18071,0,0.17963447,Moderate
18072,1,0.76443034,Very High
18073,0,0.47456282,High
18074,1,0.73264384,Very High
18075,1,0.27807754,High
18076,1,0.6566003,Very High
18077,0,0.1612741,Moderate
18078,1,0.07321186,Low
18079,0,0.042355333,Low
18080,0,0.16973382,Moderate
18081,0,0.062758744,Low
18082,0,0.4384397,High
18083,0,0.06998304,Low
18084,0,0.3894265,High
18085,0,0.33816206,High
18086,0,0.66079825,Very High
18087,1,0.1289364,Moderate
18088,0,0.08000935,Low
18089,0,0.33979508,High
18090,0,0.15903945,Moderate
18091,0,0.10015814,Moderate
18092,0,0.14548971,Moderate
18093,1,0.7793851,Very High
18094,0,0.18512724,Moderate
18095,1,0.8784554,Very High
18096,0,0.072591476,Low
18097,1,0.64140344,Very High
18098,1,0.12517767,Moderate
18099,0,0.433009,High
18100,1,0.6225604,Very High
18101,1,0.7741247,Very High
18102,1,0.60266364,Very High
18103,0,0.21302328,Moderate
18104,0,0.1519163,Moderate
18105,0,0.39900252,High
18106,0,0.14500211,Moderate
18107,0,0.07921305,Low
18108,0,0.039522458,Low
18109,0,0.06047926,Low
18110,1,0.788892,Very High
18111,1,0.8142269,Very High
18112,0,0.3046498,High
18113,0,0.1012808,Moderate
18114,1,0.31491622,High
18115,0,0.022410423,Low
18116,0,0.10265606,Moderate
18117,1,0.7803682,Very High
18118,0,0.19707812,Moderate
18119,0,0.110112265,Moderate
18120,0,0.12718424,Moderate
18121,0,0.034811296,Low
18122,0,0.14029045,Moderate
18123,0,0.26625568,High
18124,0,0.21329981,Moderate
18125,0,0.07639334,Low
18126,0,0.17438953,Moderate
18127,0,0.06409607,Low
18128,0,0.103161156,Moderate
18129,0,0.21838196,Moderate
18130,1,0.043572016,Low
18131,0,0.27418932,High
18132,0,0.04539452,Low
18133,0,0.03591069,Low
18134,1,0.18017638,Moderate
18135,0,0.33092418,High
18136,1,0.91873014,Very High
18137,0,0.21792024,Moderate
18138,0,0.25480318,High
18139,1,0.095487095,Low
18140,0,0.0565844,Low
18141,0,0.23389451,Moderate
18142,0,0.06756623,Low
18143,1,0.23047546,Moderate
18144,0,0.04239161,Low
18145,0,0.083999895,Low
18146,0,0.12825978,Moderate
18147,0,0.040067784,Low
18148,0,0.02029312,Low
18149,0,0.04394743,Low
18150,0,0.39451775,High
18151,0,0.122298464,Moderate
18152,1,0.66584384,Very High
18153,0,0.032988228,Low
18154,0,0.17993045,Moderate
18155,0,0.16892156,Moderate
18156,0,0.14221211,Moderate
18157,0,0.12792851,Moderate
18158,1,0.66789347,Very High
18159,1,0.8145118,Very High
18160,0,0.03509661,Low
18161,0,0.16286203,Moderate
18162,0,0.120327905,Moderate
18163,0,0.2936982,High
18164,0,0.06294933,Low
18165,1,0.07058496,Low
18166,0,0.1437667,Moderate
18167,0,0.18988083,Moderate
18168,0,0.064302795,Low
18169,0,0.13634089,Moderate
18170,1,0.79242873,Very High
18171,0,0.36928543,High
18172,0,0.04547685,Low
18173,0,0.058438927,Low
18174,0,0.19054496,Moderate
18175,0,0.044850804,Low
18176,0,0.17170419,Moderate
18177,0,0.44425482,High
18178,0,0.33173975,High
18179,0,0.03637664,Low
18180,0,0.34202793,High
18181,0,0.06958184,Low
18182,0,0.056204047,Low
18183,0,0.033953324,Low
18184,0,0.0926734,Low
18185,0,0.19743285,Moderate
18186,1,0.57567364,Very High
18187,1,0.12714873,Moderate
18188,0,0.18499681,Moderate
18189,1,0.30895436,High
18190,0,0.1763165,Moderate
18191,0,0.26671746,High
18192,0,0.1613778,Moderate
18193,1,0.8305349,Very High
18194,0,0.72486365,Very High
18195,0,0.06698012,Low
18196,0,0.20886113,Moderate
18197,0,0.06774072,Low
18198,0,0.07330074,Low
18199,1,0.6041194,Very High
18200,0,0.07748125,Low
18201,0,0.115697786,Moderate
18202,0,0.064593606,Low
18203,0,0.18274423,Moderate
18204,0,0.08057996,Low
18205,0,0.16992816,Moderate
18206,0,0.08808199,Low
18207,0,0.10073469,Moderate
18208,0,0.19743861,Moderate
18209,0,0.15326115,Moderate
18210,0,0.08469043,Low
18211,0,0.10611144,Moderate
18212,0,0.07164148,Low
18213,1,0.24938066,Moderate
18214,1,0.10567024,Moderate
18215,0,0.2995756,High
18216,0,0.40497288,High
18217,1,0.81455004,Very High
18218,0,0.1735597,Moderate
18219,0,0.060296386,Low
18220,1,0.53490984,Very High
18221,0,0.54817957,Very High
18222,1,0.76117855,Very High
18223,0,0.060116787,Low
18224,0,0.18981972,Moderate
18225,0,0.11666278,Moderate
18226,1,0.8281075,Very High
18227,0,0.115622595,Moderate
18228,0,0.5982734,Very High
18229,0,0.6707222,Very High
18230,1,0.81621236,Very High
18231,0,0.052122876,Low
18232,0,0.19294594,Moderate
18233,0,0.09809018,Low
18234,0,0.013481384,Low
18235,0,0.55691296,Very High
18236,0,0.15315394,Moderate
18237,0,0.13974947,Moderate
18238,0,0.04195297,Low
18239,0,0.27081376,High
18240,0,0.09818063,Low
18241,0,0.36578634,High
18242,1,0.6372824,Very High
18243,0,0.4526626,High
18244,0,0.7899278,Very High
18245,0,0.19535865,Moderate
18246,0,0.10787588,Moderate
18247,0,0.31925577,High
18248,0,0.09808886,Low
18249,0,0.17059681,Moderate
18250,1,0.7821295,Very High
18251,1,0.6272056,Very High
18252,0,0.22704272,Moderate
18253,1,0.35407192,High
18254,0,0.07559548,Low
18255,0,0.14212711,Moderate
18256,0,0.12212739,Moderate
18257,1,0.7768619,Very High
18258,1,0.42902276,High
18259,0,0.30012187,High
18260,1,0.7418172,Very High
18261,0,0.07858284,Low
18262,0,0.13327281,Moderate
18263,0,0.1435517,Moderate
18264,1,0.09890168,Low
18265,0,0.05241069,Low
18266,0,0.15834948,Moderate
18267,1,0.363266,High
18268,0,0.11281996,Moderate
18269,0,0.19577678,Moderate
18270,0,0.06709136,Low
18271,0,0.24349234,Moderate
18272,0,0.73195857,Very High
18273,0,0.22885026,Moderate
18274,1,0.2989157,High
18275,0,0.13676609,Moderate
18276,0,0.18012983,Moderate
18277,0,0.219395,Moderate
18278,1,0.77509457,Very High
18279,1,0.8202867,Very High
18280,0,0.1384061,Moderate
18281,0,0.24294908,Moderate
18282,1,0.34489584,High
18283,0,0.02716554,Low
18284,0,0.23802501,Moderate
18285,0,0.31924248,High
18286,0,0.09472693,Low
18287,0,0.075506315,Low
18288,0,0.18573402,Moderate
18289,0,0.04777694,Low
18290,0,0.12243718,Moderate
18291,0,0.22598828,Moderate
18292,1,0.39540935,High
18293,1,0.51473475,Very High
18294,0,0.20848145,Moderate
18295,0,0.19709332,Moderate
18296,1,0.52943456,Very High
18297,1,0.39445493,High
18298,0,0.14636995,Moderate
18299,0,0.10775328,Moderate
18300,0,0.13968249,Moderate
18301,0,0.15341449,Moderate
18302,0,0.32264444,High
18303,0,0.4249048,High
18304,1,0.32633322,High
18305,0,0.16553448,Moderate
18306,0,0.18149784,Moderate
18307,0,0.21587004,Moderate
18308,0,0.04825721,Low
18309,0,0.08923733,Low
18310,0,0.18485108,Moderate
18311,0,0.077465005,Low
18312,1,0.21578214,Moderate
18313,0,0.14309119,Moderate
18314,1,0.17863172,Moderate
18315,0,0.6753354,Very High
18316,0,0.044004556,Low
18317,1,0.23226279,Moderate
18318,1,0.26329607,High
18319,0,0.1456517,Moderate
18320,0,0.10206616,Moderate
18321,0,0.14256667,Moderate
18322,0,0.05224279,Low
18323,0,0.1816028,Moderate
18324,0,0.1349399,Moderate
18325,0,0.1420161,Moderate
18326,0,0.36159918,High
18327,1,0.15022199,Moderate
18328,0,0.12244454,Moderate
18329,0,0.1070044,Moderate
18330,1,0.13334864,Moderate
18331,0,0.098946944,Low
18332,0,0.28305393,High
18333,0,0.04345631,Low
18334,0,0.12648107,Moderate
18335,0,0.12038984,Moderate
18336,1,0.8239608,Very High
18337,1,0.3731479,High
18338,0,0.09454612,Low
18339,0,0.15323216,Moderate
18340,1,0.14546046,Moderate
18341,0,0.20953672,Moderate
18342,0,0.27763554,High
18343,0,0.42957446,High
18344,0,0.12080984,Moderate
18345,0,0.15337108,Moderate
18346,0,0.07235394,Low
18347,0,0.55677056,Very High
18348,0,0.34078488,High
18349,0,0.09239586,Low
18350,1,0.116251126,Moderate
18351,1,0.31528884,High
18352,1,0.8033169,Very High
18353,0,0.12237534,Moderate
18354,0,0.09268249,Low
18355,0,0.26948217,High
18356,0,0.091765486,Low
18357,0,0.06654952,Low
18358,0,0.53095365,Very High
18359,1,0.46642303,High
18360,1,0.32738736,High
18361,0,0.15684724,Moderate
18362,0,0.108234435,Moderate
18363,1,0.12035582,Moderate
18364,0,0.0728484,Low
18365,0,0.072329246,Low
18366,0,0.11730572,Moderate
18367,0,0.20235486,Moderate
18368,0,0.05229869,Low
18369,1,0.3751563,High
18370,0,0.4478906,High
18371,1,0.7936408,Very High
18372,0,0.04765579,Low
18373,1,0.21705784,Moderate
18374,0,0.10914508,Moderate
18375,1,0.12370456,Moderate
18376,1,0.82386255,Very High
18377,0,0.06718706,Low
18378,0,0.06565055,Low
18379,0,0.16187525,Moderate
18380,0,0.05189575,Low
18381,0,0.70328057,Very High
18382,1,0.7502227,Very High
18383,1,0.5661584,Very High
18384,1,0.60143065,Very High
18385,0,0.23839226,Moderate
18386,1,0.16289388,Moderate
18387,0,0.110567786,Moderate
18388,0,0.14166057,Moderate
18389,0,0.124438964,Moderate
18390,0,0.042715587,Low
18391,1,0.27772808,High
18392,0,0.05791468,Low
18393,1,0.17306656,Moderate
18394,1,0.7692529,Very High
18395,1,0.38060707,High
18396,0,0.24433273,Moderate
18397,1,0.5185627,Very High
18398,0,0.13430306,Moderate
18399,0,0.039299283,Low
18400,0,0.032475136,Low
18401,0,0.085651845,Low
18402,0,0.12391833,Moderate
18403,0,0.22777924,Moderate
18404,0,0.14842674,Moderate
18405,0,0.045519624,Low
18406,0,0.06563138,Low
18407,0,0.11918779,Moderate
18408,0,0.107269205,Moderate
18409,0,0.112952426,Moderate
18410,1,0.7729059,Very High
18411,0,0.15840258,Moderate
18412,0,0.12056991,Moderate
18413,0,0.19766387,Moderate
18414,0,0.05782148,Low
18415,0,0.2534365,High
18416,0,0.12457193,Moderate
18417,0,0.16261493,Moderate
18418,0,0.06442143,Low
18419,0,0.061089694,Low
18420,1,0.6955468,Very High
18421,1,0.70473844,Very High
18422,1,0.19491318,Moderate
18423,1,0.6444481,Very High
18424,1,0.06833855,Low
18425,0,0.13827597,Moderate
18426,0,0.6246671,Very High
18427,0,0.10740467,Moderate
18428,0,0.24573833,Moderate
18429,0,0.21309933,Moderate
18430,1,0.6827951,Very High
18431,0,0.13279152,Moderate
18432,0,0.18076263,Moderate
18433,0,0.52447873,Very High
18434,0,0.26169237,High
18435,0,0.07390854,Low
18436,0,0.064209186,Low
18437,0,0.036694504,Low
18438,1,0.58776325,Very High
18439,0,0.10563636,Moderate
18440,0,0.16707352,Moderate
18441,0,0.19606696,Moderate
18442,1,0.07435341,Low
18443,1,0.41407353,High
18444,1,0.7107671,Very High
18445,1,0.5324972,Very High
18446,0,0.049728464,Low
18447,0,0.111930825,Moderate
18448,1,0.10513391,Moderate
18449,1,0.43928042,High
18450,0,0.31804392,High
18451,0,0.45318964,High
18452,0,0.036219638,Low
18453,0,0.08123518,Low
18454,1,0.21508007,Moderate
18455,1,0.6730868,Very High
18456,0,0.042121563,Low
18457,0,0.13469768,Moderate
18458,0,0.10944391,Moderate
18459,0,0.16807945,Moderate
18460,0,0.20633896,Moderate
18461,0,0.13608581,Moderate
18462,0,0.079016335,Low
18463,0,0.20886582,Moderate
18464,0,0.108849354,Moderate
18465,0,0.07452873,Low
18466,1,0.15229358,Moderate
18467,0,0.24670874,Moderate
18468,0,0.7245744,Very High
18469,0,0.07362595,Low
18470,0,0.12236388,Moderate
18471,0,0.12959458,Moderate
18472,0,0.16729535,Moderate
18473,0,0.07075266,Low
18474,0,0.047690254,Low
18475,1,0.20944828,Moderate
18476,0,0.18468039,Moderate
18477,0,0.05293228,Low
18478,0,0.11174143,Moderate
18479,0,0.40057394,High
18480,0,0.31561577,High
18481,0,0.062555,Low
18482,1,0.28117543,High
18483,0,0.07258639,Low
18484,0,0.16188642,Moderate
18485,0,0.1150105,Moderate
18486,0,0.24396932,Moderate
18487,0,0.074794985,Low
18488,0,0.15300725,Moderate
18489,0,0.10879375,Moderate
18490,1,0.701063,Very High
18491,1,0.17042617,Moderate
18492,0,0.06300472,Low
18493,0,0.17884304,Moderate
18494,0,0.09780307,Low
18495,0,0.08964352,Low
18496,0,0.23569919,Moderate
18497,0,0.05156205,Low
18498,0,0.06981651,Low
18499,0,0.07412551,Low
18500,0,0.13898861,Moderate
18501,0,0.09324789,Low
18502,0,0.12906736,Moderate
18503,0,0.040458728,Low
18504,0,0.11600722,Moderate
18505,0,0.08849133,Low
18506,0,0.030898014,Low
18507,0,0.11857158,Moderate
18508,1,0.37359294,High
18509,1,0.38504425,High
18510,0,0.28427505,High
18511,0,0.17062657,Moderate
18512,1,0.13821225,Moderate
18513,0,0.34506565,High
18514,1,0.71652895,Very High
18515,0,0.6557815,Very High
18516,1,0.67323095,Very High
18517,0,0.031235188,Low
18518,0,0.107302435,Moderate
18519,1,0.73957926,Very High
18520,0,0.06628994,Low
18521,0,0.07920828,Low
18522,0,0.055052117,Low
18523,1,0.20455408,Moderate
18524,1,0.13622129,Moderate
18525,0,0.05564696,Low
18526,0,0.14520158,Moderate
18527,0,0.17159909,Moderate
18528,0,0.24003844,Moderate
18529,0,0.06637847,Low
18530,0,0.2688238,High
18531,0,0.09172865,Low
18532,0,0.07898162,Low
18533,0,0.32471722,High
18534,0,0.1222163,Moderate
18535,0,0.076705754,Low
18536,0,0.013584967,Low
18537,0,0.67558163,Very High
18538,0,0.07160475,Low
18539,0,0.11438898,Moderate
18540,1,0.773223,Very High
18541,0,0.09075516,Low
18542,0,0.038908694,Low
18543,0,0.06612824,Low
18544,0,0.0894629,Low
18545,0,0.07535216,Low
18546,0,0.11889629,Moderate
18547,0,0.053248655,Low
18548,0,0.09921884,Low
18549,0,0.12835024,Moderate
18550,0,0.06087391,Low
18551,1,0.19943872,Moderate
18552,0,0.1175257,Moderate
18553,1,0.08885737,Low
18554,1,0.27990532,High
18555,1,0.42495432,High
18556,0,0.06631503,Low
18557,0,0.086380176,Low
18558,0,0.20752424,Moderate
18559,0,0.0598309,Low
18560,0,0.08619347,Low
18561,0,0.040157914,Low
18562,0,0.06992215,Low
18563,0,0.08784512,Low
18564,0,0.07914153,Low
18565,0,0.024992486,Low
18566,0,0.12081635,Moderate
18567,0,0.13679962,Moderate
18568,0,0.12551878,Moderate
18569,0,0.106354035,Moderate
18570,0,0.18379651,Moderate
18571,0,0.062605634,Low
18572,0,0.19079298,Moderate
18573,0,0.08398891,Low
18574,1,0.07412298,Low
18575,0,0.18683012,Moderate
18576,0,0.34339288,High
18577,0,0.14218189,Moderate
18578,0,0.07409229,Low
18579,0,0.11548448,Moderate
18580,0,0.5013515,Very High
18581,0,0.4296887,High
18582,0,0.071156934,Low
18583,0,0.3962551,High
18584,0,0.040506866,Low
18585,0,0.09900921,Low
18586,0,0.024737295,Low
18587,0,0.17207195,Moderate
18588,0,0.068436906,Low
18589,0,0.069290996,Low
18590,0,0.10932172,Moderate
18591,0,0.07127802,Low
18592,1,0.3627464,High
18593,0,0.088560864,Low
18594,0,0.21645817,Moderate
18595,0,0.04440586,Low
18596,0,0.1351163,Moderate
18597,0,0.19138725,Moderate
18598,0,0.032777146,Low
18599,0,0.08506885,Low
18600,0,0.022633366,Low
18601,0,0.15324512,Moderate
18602,0,0.11194601,Moderate
18603,0,0.02748335,Low
